date,rate
2010-10-06,6.6911807159
2010-10-07,6.6784538296
2010-10-08,6.6706068906
2010-10-09,6.6706068906
2010-10-10,6.6706068906
2010-10-11,6.6677669346
2010-10-12,6.6733897202
2010-10-13,6.6641352629
2010-10-14,6.6508049075
2010-10-15,6.6412094542
2010-10-16,6.6412094542
2010-10-17,6.6412094542
2010-10-18,6.644070236
2010-10-19,6.6447074103
2010-10-20,6.6519010172
2010-10-21,6.6503995434
2010-10-22,6.6590354528
2010-10-23,6.6590354528
2010-10-24,6.6590354528
2010-10-25,6.6581141758
2010-10-26,6.6626653249
2010-10-27,6.6805766862
2010-10-28,6.6873782204
2010-10-29,6.6707801111
2010-10-30,6.6707801111
2010-10-31,6.6707801111
2010-11-01,6.7014936091
2010-11-02,6.6777000999
2010-11-03,6.6761096047
2010-11-04,6.6635074417
2010-11-05,6.6566316387
2010-11-06,6.6566316387
2010-11-07,6.6566316387
2010-11-08,6.6780915427
2010-11-09,6.6440301183
2010-11-10,6.6336964415
2010-11-11,6.6256934307
2010-11-12,6.6370067829
2010-11-13,6.6370067829
2010-11-14,6.6370067829
2010-11-15,6.6439160429
2010-11-16,6.6378930356
2010-11-17,6.6425339367
2010-11-18,6.6336191104
2010-11-19,6.6395348837
2010-11-20,6.6395348837
2010-11-21,6.6395348837
2010-11-22,6.6416062138
2010-11-23,6.6449318317
2010-11-24,6.6543219132
2010-11-25,6.6507769687
2010-11-26,6.6675236295
2010-11-27,6.6675236295
2010-11-28,6.6675236295
2010-11-29,6.6605811654
2010-11-30,6.6670256963
2010-12-01,6.663362562
2010-12-02,6.6612694793
2010-12-03,6.6632945795
2010-12-04,6.6632945795
2010-12-05,6.6632945795
2010-12-06,6.6484186747
2010-12-07,6.64461573
2010-12-08,6.6616666667
2010-12-09,6.6549871349
2010-12-10,6.6556176382
2010-12-11,6.6556176382
2010-12-12,6.6556176382
2010-12-13,6.6669932916
2010-12-14,6.6550800149
2010-12-15,6.6554640719
2010-12-16,6.6633177217
2010-12-17,6.655505279
2010-12-18,6.655505279
2010-12-19,6.655505279
2010-12-20,6.6745265079
2010-12-21,6.6589129609
2010-12-22,6.6461256864
2010-12-23,6.6430649112
2010-12-24,6.6269944271
2010-12-25,6.6269944271
2010-12-26,6.6269944271
2010-12-27,6.6307856273
2010-12-28,6.6247821144
2010-12-29,6.6211936663
2010-12-30,6.6008283133
2010-12-31,6.6023050442
2011-01-01,6.6023050442
2011-01-02,6.6023050442
2011-01-03,6.589676356
2011-01-04,6.6088219954
2011-01-05,6.6190115795
2011-01-06,6.6265373157
2011-01-07,6.62803796
2011-01-08,6.62803796
2011-01-09,6.62803796
2011-01-10,6.6376811594
2011-01-11,6.6200185357
2011-01-12,6.6037924921
2011-01-13,6.6045912569
2011-01-14,6.5900067421
2011-01-15,6.5900067421
2011-01-16,6.5900067421
2011-01-17,6.5929682218
2011-01-18,6.5829032982
2011-01-19,6.5824078187
2011-01-20,6.5854364608
2011-01-21,6.5833148436
2011-01-22,6.5833148436
2011-01-23,6.5833148436
2011-01-24,6.5813130941
2011-01-25,6.5826713739
2011-01-26,6.5829983188
2011-01-27,6.5820209974
2011-01-28,6.5959883297
2011-01-29,6.5959883297
2011-01-30,6.5959883297
2011-01-31,6.5950189892
2011-02-01,6.5869865503
2011-02-02,6.5848004057
2011-02-03,6.5850127319
2011-02-04,6.5849900961
2011-02-05,6.5849900961
2011-02-06,6.5849900961
2011-02-07,6.5850365233
2011-02-08,6.5849651632
2011-02-09,6.5897266799
2011-02-10,6.5866656866
2011-02-11,6.5930198166
2011-02-12,6.5930198166
2011-02-13,6.5930198166
2011-02-14,6.596875
2011-02-15,6.5891931902
2011-02-16,6.5849740933
2011-02-17,6.5800147493
2011-02-18,6.5699713803
2011-02-19,6.5699713803
2011-02-20,6.5699713803
2011-02-21,6.5671641791
2011-02-22,6.5800102437
2011-02-23,6.5743208798
2011-02-24,6.5745298773
2011-02-25,6.5770236884
2011-02-26,6.5770236884
2011-02-27,6.5770236884
2011-02-28,6.5716351019
2011-03-01,6.5689692586
2011-03-02,6.5725251647
2011-03-03,6.5700361011
2011-03-04,6.5682453249
2011-03-05,6.5682453249
2011-03-06,6.5682453249
2011-03-07,6.5565297975
2011-03-08,6.568714923
2011-03-09,6.5723004021
2011-03-10,6.5748715351
2011-03-11,6.5745298773
2011-03-12,6.5745298773
2011-03-13,6.5745298773
2011-03-14,6.5674648695
2011-03-15,6.5726735811
2011-03-16,6.5712852125
2011-03-17,6.5749785775
2011-03-18,6.5692144374
2011-03-19,6.5692144374
2011-03-20,6.5692144374
2011-03-21,6.5650274764
2011-03-22,6.5469706565
2011-03-23,6.5529852858
2011-03-24,6.5567667044
2011-03-25,6.5599716614
2011-03-26,6.5599716614
2011-03-27,6.5599716614
2011-03-28,6.5627850627
2011-03-29,6.5605004977
2011-03-30,6.5564939674
2011-03-31,6.5486028014
2011-04-01,6.5477688989
2011-04-02,6.5477688989
2011-04-03,6.5477688989
2011-04-04,6.5375
2011-04-05,6.5405901454
2011-04-06,6.543986014
2011-04-07,6.5421830148
2011-04-08,6.5353100479
2011-04-09,6.5353100479
2011-04-10,6.5353100479
2011-04-11,6.5383123181
2011-04-12,6.5402902557
2011-04-13,6.533291934
2011-04-14,6.532532463
2011-04-15,6.5321107266
2011-04-16,6.5321107266
2011-04-17,6.5321107266
2011-04-18,6.52882662
2011-04-19,6.5304852468
2011-04-20,6.5253875301
2011-04-21,6.4939659901
2011-04-22,6.4939659901
2011-04-23,6.4939659901
2011-04-24,6.4939659901
2011-04-25,6.4939659901
2011-04-26,6.5278784976
2011-04-27,6.511317153
2011-04-28,6.5
2011-04-29,6.4909825034
2011-04-30,6.4909825034
2011-05-01,6.4909825034
2011-05-02,6.4850037069
2011-05-03,6.4968876861
2011-05-04,6.4934820589
2011-05-05,6.4937221547
2011-05-06,6.493207365
2011-05-07,6.493207365
2011-05-08,6.493207365
2011-05-09,6.4941307217
2011-05-10,6.4924084134
2011-05-11,6.4929999303
2011-05-12,6.4988341694
2011-05-13,6.4981792717
2011-05-14,6.4981792717
2011-05-15,6.4981792717
2011-05-16,6.508732235
2011-05-17,6.5058923153
2011-05-18,6.504674211
2011-05-19,6.5043112513
2011-05-20,6.4921682939
2011-05-21,6.4921682939
2011-05-22,6.4921682939
2011-05-23,6.5039942939
2011-05-24,6.4974803038
2011-05-25,6.4934963395
2011-05-26,6.4915302089
2011-05-27,6.4928846828
2011-05-28,6.4928846828
2011-05-29,6.4928846828
2011-05-30,6.4831838565
2011-05-31,6.4789016336
2011-06-01,6.4780677401
2011-06-02,6.482780083
2011-06-03,6.4795692987
2011-06-04,6.4795692987
2011-06-05,6.4795692987
2011-06-06,6.4743080296
2011-06-07,6.4812312312
2011-06-08,6.4756982475
2011-06-09,6.4759135076
2011-06-10,6.4801877675
2011-06-11,6.4801877675
2011-06-12,6.4801877675
2011-06-13,6.482931587
2011-06-14,6.4790282392
2011-06-15,6.4822278198
2011-06-16,6.4743753549
2011-06-17,6.4725297828
2011-06-18,6.4725297828
2011-06-19,6.4725297828
2011-06-20,6.4781173165
2011-06-21,6.4653169137
2011-06-22,6.4634298812
2011-06-23,6.4677737124
2011-06-24,6.4739099859
2011-06-25,6.4739099859
2011-06-26,6.4739099859
2011-06-27,6.4792678634
2011-06-28,6.470233504
2011-06-29,6.4634315425
2011-06-30,6.4634331973
2011-07-01,6.4648674765
2011-07-02,6.4648674765
2011-07-03,6.4648674765
2011-07-04,6.4630344828
2011-07-05,6.4676025171
2011-07-06,6.4668249756
2011-07-07,6.46578227
2011-07-08,6.4648223564
2011-07-09,6.4648223564
2011-07-10,6.4648223564
2011-07-11,6.4672026181
2011-07-12,6.4615384615
2011-07-13,6.4681304626
2011-07-14,6.4630333756
2011-07-15,6.4630284179
2011-07-16,6.4630284179
2011-07-17,6.4630284179
2011-07-18,6.4687077252
2011-07-19,6.4646186441
2011-07-20,6.4589286971
2011-07-21,6.4559836872
2011-07-22,6.44687652
2011-07-23,6.44687652
2011-07-24,6.44687652
2011-07-25,6.4449930459
2011-07-26,6.443023979
2011-07-27,6.4433061055
2011-07-28,6.4427769986
2011-07-29,6.4370967742
2011-07-30,6.4370967742
2011-07-31,6.4370967742
2011-08-01,6.4339923691
2011-08-02,6.4381086803
2011-08-03,6.4341258741
2011-08-04,6.4390329609
2011-08-05,6.4404097492
2011-08-06,6.4404097492
2011-08-07,6.4404097492
2011-08-08,6.4359929701
2011-08-09,6.430574052
2011-08-10,6.4140043154
2011-08-11,6.3944707629
2011-08-12,6.3950175439
2011-08-13,6.3950175439
2011-08-14,6.3950175439
2011-08-15,6.3903836746
2011-08-16,6.3827994429
2011-08-17,6.3870967742
2011-08-18,6.3877096527
2011-08-19,6.3959680222
2011-08-20,6.3959680222
2011-08-21,6.3959680222
2011-08-22,6.3992229237
2011-08-23,6.3969713733
2011-08-24,6.3884847225
2011-08-25,6.3899750416
2011-08-26,6.3871684488
2011-08-27,6.3871684488
2011-08-28,6.3871684488
2011-08-29,6.3810312694
2011-08-30,6.380502708
2011-08-31,6.3759861592
2011-09-01,6.3799789989
2011-09-02,6.3821115398
2011-09-03,6.3821115398
2011-09-04,6.3821115398
2011-09-05,6.3855302279
2011-09-06,6.3905241506
2011-09-07,6.394984326
2011-09-08,6.3820136713
2011-09-09,6.3882174133
2011-09-10,6.3882174133
2011-09-11,6.3882174133
2011-09-12,6.4032659637
2011-09-13,6.399120557
2011-09-14,6.3965328866
2011-09-15,6.388981515
2011-09-16,6.3834302326
2011-09-17,6.3834302326
2011-09-18,6.3834302326
2011-09-19,6.3869950883
2011-09-20,6.384318016
2011-09-21,6.3795101203
2011-09-22,6.3979773944
2011-09-23,6.3889054356
2011-09-24,6.3889054356
2011-09-25,6.3889054356
2011-09-26,6.4013333333
2011-09-27,6.3979674497
2011-09-28,6.3938082312
2011-09-29,6.3975762027
2011-09-30,6.3842849737
2011-10-01,6.3842849737
2011-10-02,6.3842849737
2011-10-03,6.3760036017
2011-10-04,6.3620362643
2011-10-05,6.3760215941
2011-10-06,6.3795312382
2011-10-07,6.3579723091
2011-10-08,6.3579723091
2011-10-09,6.3579723091
2011-10-10,6.348635327
2011-10-11,6.37598295
2011-10-12,6.3587098649
2011-10-13,6.3801267575
2011-10-14,6.3864706308
2011-10-15,6.3864706308
2011-10-16,6.3864706308
2011-10-17,6.3694831591
2011-10-18,6.3806668617
2011-10-19,6.3785796934
2011-10-20,6.3842253929
2011-10-21,6.3864328164
2011-10-22,6.3864328164
2011-10-23,6.3864328164
2011-10-24,6.3757938799
2011-10-25,6.3606840063
2011-10-26,6.3539886551
2011-10-27,6.3601652657
2011-10-28,6.3600282486
2011-10-29,6.3600282486
2011-10-30,6.3600282486
2011-10-31,6.3566888079
2011-11-01,6.3559844427
2011-11-02,6.3570859584
2011-11-03,6.3562041676
2011-11-04,6.340013069
2011-11-05,6.340013069
2011-11-06,6.340013069
2011-11-07,6.3509678358
2011-11-08,6.3465332173
2011-11-09,6.3319152058
2011-11-10,6.3476792009
2011-11-11,6.3421978022
2011-11-12,6.3421978022
2011-11-13,6.3421978022
2011-11-14,6.3557361447
2011-11-15,6.3436299143
2011-11-16,6.3509344408
2011-11-17,6.3552670623
2011-11-18,6.3548173247
2011-11-19,6.3548173247
2011-11-20,6.3548173247
2011-11-21,6.3614950215
2011-11-22,6.3555227189
2011-11-23,6.3584821095
2011-11-24,6.3679802587
2011-11-25,6.3728928868
2011-11-26,6.3728928868
2011-11-27,6.3728928868
2011-11-28,6.3841024873
2011-11-29,6.3570785843
2011-11-30,6.3770308541
2011-12-01,6.3659946635
2011-12-02,6.3431278218
2011-12-03,6.3431278218
2011-12-04,6.3431278218
2011-12-05,6.3465258146
2011-12-06,6.3347021054
2011-12-07,6.3470882859
2011-12-08,6.3618941089
2011-12-09,6.3374178123
2011-12-10,6.3374178123
2011-12-11,6.3374178123
2011-12-12,6.3605765603
2011-12-13,6.3634777331
2011-12-14,6.3618102055
2011-12-15,6.3435747753
2011-12-16,6.3302204532
2011-12-17,6.3302204532
2011-12-18,6.3302204532
2011-12-19,6.331620523
2011-12-20,6.3418999541
2011-12-21,6.3378274858
2011-12-22,6.3390051353
2011-12-23,6.3369839933
2011-12-24,6.3369839933
2011-12-25,6.3369839933
2011-12-26,6.3369839933
2011-12-27,6.3226719718
2011-12-28,6.3184182347
2011-12-29,6.3201955156
2011-12-30,6.3055877579
2011-12-31,6.3055877579
2012-01-01,6.3055877579
2012-01-02,6.3029764206
2012-01-03,6.2963731366
2012-01-04,6.296570899
2012-01-05,6.3107855362
2012-01-06,6.3156700063
2012-01-07,6.3156700063
2012-01-08,6.3156700063
2012-01-09,6.3145034569
2012-01-10,6.3130855715
2012-01-11,6.314200346
2012-01-12,6.3180747487
2012-01-13,6.3149322684
2012-01-14,6.3149322684
2012-01-15,6.3149322684
2012-01-16,6.3165206409
2012-01-17,6.3185301016
2012-01-18,6.3116670563
2012-01-19,6.3159321509
2012-01-20,6.334831809
2012-01-21,6.334831809
2012-01-22,6.334831809
2012-01-23,6.3132058078
2012-01-24,6.3110051527
2012-01-25,6.3137845773
2012-01-26,6.3070368962
2012-01-27,6.3138075314
2012-01-28,6.3138075314
2012-01-29,6.3138075314
2012-01-30,6.3186117468
2012-01-31,6.3085154827
2012-02-01,6.3064895636
2012-02-02,6.3060943944
2012-02-03,6.3101823708
2012-02-04,6.3101823708
2012-02-05,6.3101823708
2012-02-06,6.3126054286
2012-02-07,6.3115229162
2012-02-08,6.29908091
2012-02-09,6.3001956653
2012-02-10,6.294108727
2012-02-11,6.294108727
2012-02-12,6.294108727
2012-02-13,6.2913837332
2012-02-14,6.2950869466
2012-02-15,6.2948365414
2012-02-16,6.3022646742
2012-02-17,6.2971350407
2012-02-18,6.2971350407
2012-02-19,6.2971350407
2012-02-20,6.2951153324
2012-02-21,6.2969293602
2012-02-22,6.2978080121
2012-02-23,6.2997744361
2012-02-24,6.2980912616
2012-02-25,6.2980912616
2012-02-26,6.2980912616
2012-02-27,6.3016133851
2012-02-28,6.3004310986
2012-02-29,6.2938332218
2012-03-01,6.2995042067
2012-03-02,6.2977226299
2012-03-03,6.2977226299
2012-03-04,6.2977226299
2012-03-05,6.3080181543
2012-03-06,6.312172128
2012-03-07,6.3151676829
2012-03-08,6.3180788401
2012-03-09,6.309680843
2012-03-10,6.309680843
2012-03-11,6.309680843
2012-03-12,6.3276926595
2012-03-13,6.3309335988
2012-03-14,6.3327974277
2012-03-15,6.332388757
2012-03-16,6.3225068618
2012-03-17,6.3225068618
2012-03-18,6.3225068618
2012-03-19,6.31878327
2012-03-20,6.3187604182
2012-03-21,6.3178071834
2012-03-22,6.3065998329
2012-03-23,6.3019181393
2012-03-24,6.3019181393
2012-03-25,6.3019181393
2012-03-26,6.3045344983
2012-03-27,6.2982074552
2012-03-28,6.2957936567
2012-03-29,6.3028933092
2012-03-30,6.2959718479
2012-03-31,6.2959718479
2012-04-01,6.2959718479
2012-04-02,6.2944665515
2012-04-03,6.2922268119
2012-04-04,6.2976715873
2012-04-05,6.3053259871
2012-04-06,6.3053259871
2012-04-07,6.3053259871
2012-04-08,6.3053259871
2012-04-09,6.3053259871
2012-04-10,6.3108128717
2012-04-11,6.3011956439
2012-04-12,6.3073823462
2012-04-13,6.3027836933
2012-04-14,6.3027836933
2012-04-15,6.3027836933
2012-04-16,6.3152641278
2012-04-17,6.3020103564
2012-04-18,6.2986328573
2012-04-19,6.3038361608
2012-04-20,6.3030624621
2012-04-21,6.3030624621
2012-04-22,6.3030624621
2012-04-23,6.3046226487
2012-04-24,6.3049160398
2012-04-25,6.3053914887
2012-04-26,6.2859629209
2012-04-27,6.2892130924
2012-04-28,6.2892130924
2012-04-29,6.2892130924
2012-04-30,6.2794006357
2012-05-01,6.2794006357
2012-05-02,6.2749980961
2012-05-03,6.2846147984
2012-05-04,6.306122449
2012-05-05,6.306122449
2012-05-06,6.306122449
2012-05-07,6.290493363
2012-05-08,6.2932053743
2012-05-09,6.3108880309
2012-05-10,6.3143275982
2012-05-11,6.3103368356
2012-05-12,6.3103368356
2012-05-13,6.3103368356
2012-05-14,6.3223975744
2012-05-15,6.3190843261
2012-05-16,6.3217930601
2012-05-17,6.325185302
2012-05-18,6.3253675026
2012-05-19,6.3253675026
2012-05-20,6.3253675026
2012-05-21,6.3218823529
2012-05-22,6.3160244361
2012-05-23,6.3300418674
2012-05-24,6.3344747949
2012-05-25,6.3342898135
2012-05-26,6.3342898135
2012-05-27,6.3342898135
2012-05-28,6.3313703645
2012-05-29,6.3324283319
2012-05-30,6.3450715549
2012-05-31,6.3685398694
2012-06-01,6.3695828599
2012-06-02,6.3695828599
2012-06-03,6.3695828599
2012-06-04,6.3639945324
2012-06-05,6.3684125835
2012-06-06,6.363876652
2012-06-07,6.3637951568
2012-06-08,6.3752005133
2012-06-09,6.3752005133
2012-06-10,6.3752005133
2012-06-11,6.3459821429
2012-06-12,6.3715978226
2012-06-13,6.3507260252
2012-06-14,6.3270655725
2012-06-15,6.3717053033
2012-06-16,6.3717053033
2012-06-17,6.3717053033
2012-06-18,6.3585354256
2012-06-19,6.3557334179
2012-06-20,6.3609099496
2012-06-21,6.3648776638
2012-06-22,6.3648616317
2012-06-23,6.3648616317
2012-06-24,6.3648616317
2012-06-25,6.3633087764
2012-06-26,6.3636873747
2012-06-27,6.3575893573
2012-06-28,6.3584313094
2012-06-29,6.3551231136
2012-06-30,6.3551231136
2012-07-01,6.3551231136
2012-07-02,6.3486063686
2012-07-03,6.3525248509
2012-07-04,6.3476910828
2012-07-05,6.3569934009
2012-07-06,6.3655166842
2012-07-07,6.3655166842
2012-07-08,6.3655166842
2012-07-09,6.3724070609
2012-07-10,6.3667073667
2012-07-11,6.3481239804
2012-07-12,6.3737066842
2012-07-13,6.3889208043
2012-07-14,6.3889208043
2012-07-15,6.3889208043
2012-07-16,6.3798144042
2012-07-17,6.3742366257
2012-07-18,6.370524767
2012-07-19,6.3739724913
2012-07-20,6.375
2012-07-21,6.375
2012-07-22,6.375
2012-07-23,6.3860388269
2012-07-24,6.3858879974
2012-07-25,6.3884951376
2012-07-26,6.3852365416
2012-07-27,6.3806933507
2012-07-28,6.3806933507
2012-07-29,6.3806933507
2012-07-30,6.3794708476
2012-07-31,6.3616900033
2012-08-01,6.3686778338
2012-08-02,6.3674064474
2012-08-03,6.3724785627
2012-08-04,6.3724785627
2012-08-05,6.3724785627
2012-08-06,6.3740205186
2012-08-07,6.3665969765
2012-08-08,6.3613002594
2012-08-09,6.3593203805
2012-08-10,6.3602185614
2012-08-11,6.3602185614
2012-08-12,6.3602185614
2012-08-13,6.3626712051
2012-08-14,6.3588892487
2012-08-15,6.3623330075
2012-08-16,6.3663164753
2012-08-17,6.3585150361
2012-08-18,6.3585150361
2012-08-19,6.3585150361
2012-08-20,6.3605691057
2012-08-21,6.3578210492
2012-08-22,6.351783419
2012-08-23,6.3543658381
2012-08-24,6.3558007516
2012-08-25,6.3558007516
2012-08-26,6.3558007516
2012-08-27,6.3580207502
2012-08-28,6.3531240038
2012-08-29,6.3528098844
2012-08-30,6.3495695153
2012-08-31,6.348584569
2012-09-01,6.348584569
2012-09-02,6.348584569
2012-09-03,6.3403882877
2012-09-04,6.3473249066
2012-09-05,6.3491811099
2012-09-06,6.3441209052
2012-09-07,6.3437745947
2012-09-08,6.3437745947
2012-09-09,6.3437745947
2012-09-10,6.3376643707
2012-09-11,6.3358098068
2012-09-12,6.3269230769
2012-09-13,6.3309837335
2012-09-14,6.3150820924
2012-09-15,6.3150820924
2012-09-16,6.3150820924
2012-09-17,6.3231697998
2012-09-18,6.3195955263
2012-09-19,6.3097984925
2012-09-20,6.3044619423
2012-09-21,6.3054357869
2012-09-22,6.3054357869
2012-09-23,6.3054357869
2012-09-24,6.3093062868
2012-09-25,6.3072997216
2012-09-26,6.3029194239
2012-09-27,6.303402206
2012-09-28,6.2846867749
2012-09-29,6.2846867749
2012-09-30,6.2846867749
2012-10-01,6.2845383241
2012-10-02,6.3247486466
2012-10-03,6.3319125852
2012-10-04,6.338506679
2012-10-05,6.324103984
2012-10-06,6.324103984
2012-10-07,6.324103984
2012-10-08,6.2893965118
2012-10-09,6.2892766155
2012-10-10,6.3007215455
2012-10-11,6.2769778603
2012-10-12,6.265767155
2012-10-13,6.265767155
2012-10-14,6.265767155
2012-10-15,6.2692159433
2012-10-16,6.2646021769
2012-10-17,6.2544969512
2012-10-18,6.251410276
2012-10-19,6.2534714231
2012-10-20,6.2534714231
2012-10-21,6.2534714231
2012-10-22,6.2546888157
2012-10-23,6.2520569012
2012-10-24,6.2477205996
2012-10-25,6.2419764489
2012-10-26,6.2489154013
2012-10-27,6.2489154013
2012-10-28,6.2489154013
2012-10-29,6.2436036595
2012-10-30,6.2400864064
2012-10-31,6.2372816132
2012-11-01,6.2404624277
2012-11-02,6.2416342412
2012-11-03,6.2416342412
2012-11-04,6.2416342412
2012-11-05,6.2471628708
2012-11-06,6.26296875
2012-11-07,6.2584340185
2012-11-08,6.2576947236
2012-11-09,6.2452339688
2012-11-10,6.2452339688
2012-11-11,6.2452339688
2012-11-12,6.2295249313
2012-11-13,6.2315689981
2012-11-14,6.2252082351
2012-11-15,6.2339291314
2012-11-16,6.2354648882
2012-11-17,6.2354648882
2012-11-18,6.2354648882
2012-11-19,6.2348377997
2012-11-20,6.232883129
2012-11-21,6.2319406482
2012-11-22,6.2319863492
2012-11-23,6.2286776667
2012-11-24,6.2286776667
2012-11-25,6.2286776667
2012-11-26,6.2254705338
2012-11-27,6.2222822313
2012-11-28,6.2260491816
2012-11-29,6.2272587348
2012-11-30,6.2297089173
2012-12-01,6.2297089173
2012-12-02,6.2297089173
2012-12-03,6.2286895918
2012-12-04,6.2256339749
2012-12-05,6.230003827
2012-12-06,6.2300336597
2012-12-07,6.2268888028
2012-12-08,6.2268888028
2012-12-09,6.2268888028
2012-12-10,6.2400618716
2012-12-11,6.2462094974
2012-12-12,6.2484662577
2012-12-13,6.2590043588
2012-12-14,6.2460056571
2012-12-15,6.2460056571
2012-12-16,6.2460056571
2012-12-17,6.2389817629
2012-12-18,6.2284868721
2012-12-19,6.2322958954
2012-12-20,6.2323720368
2012-12-21,6.2314331138
2012-12-22,6.2314331138
2012-12-23,6.2314331138
2012-12-24,6.2334695113
2012-12-25,6.2334695113
2012-12-26,6.2334695113
2012-12-27,6.236996834
2012-12-28,6.2331790943
2012-12-29,6.2331790943
2012-12-30,6.2331790943
2012-12-31,6.2306351372
2013-01-01,6.2306351372
2013-01-02,6.2330719349
2013-01-03,6.2359181804
2013-01-04,6.2306332616
2013-01-05,6.2306332616
2013-01-06,6.2306332616
2013-01-07,6.2297722218
2013-01-08,6.225126089
2013-01-09,6.2261029412
2013-01-10,6.2251201098
2013-01-11,6.2168901612
2013-01-12,6.2168901612
2013-01-13,6.2168901612
2013-01-14,6.2202983285
2013-01-15,6.2157274705
2013-01-16,6.2176696543
2013-01-17,6.2211998803
2013-01-18,6.2202791954
2013-01-19,6.2202791954
2013-01-20,6.2202791954
2013-01-21,6.2217218344
2013-01-22,6.2206202598
2013-01-23,6.2183795949
2013-01-24,6.2228631358
2013-01-25,6.2209518153
2013-01-26,6.2209518153
2013-01-27,6.2209518153
2013-01-28,6.2270901517
2013-01-29,6.2278716593
2013-01-30,6.2210324201
2013-01-31,6.2189667897
2013-02-01,6.2272793902
2013-02-02,6.2272793902
2013-02-03,6.2272793902
2013-02-04,6.2339138135
2013-02-05,6.2304055551
2013-02-06,6.2320041429
2013-02-07,6.2320980363
2013-02-08,6.2353820846
2013-02-09,6.2353820846
2013-02-10,6.2353820846
2013-02-11,6.2323948921
2013-02-12,6.2338889716
2013-02-13,6.2324925816
2013-02-14,6.23261049
2013-02-15,6.232195122
2013-02-16,6.232195122
2013-02-17,6.232195122
2013-02-18,6.2455811863
2013-02-19,6.2443628736
2013-02-20,6.237920718
2013-02-21,6.2394964356
2013-02-22,6.2406340058
2013-02-23,6.2406340058
2013-02-24,6.2406340058
2013-02-25,6.2373722189
2013-02-26,6.2308633479
2013-02-27,6.2276093762
2013-02-28,6.2243887577
2013-03-01,6.2236923077
2013-03-02,6.2236923077
2013-03-03,6.2236923077
2013-03-04,6.2258014915
2013-03-05,6.2195028387
2013-03-06,6.2191024166
2013-03-07,6.220292083
2013-03-08,6.2194805195
2013-03-09,6.2194805195
2013-03-10,6.2194805195
2013-03-11,6.2184854548
2013-03-12,6.2162721214
2013-03-13,6.2142361914
2013-03-14,6.2158924016
2013-03-15,6.216872994
2013-03-16,6.216872994
2013-03-17,6.216872994
2013-03-18,6.2185010442
2013-03-19,6.2157756489
2013-03-20,6.2165314793
2013-03-21,6.2178931061
2013-03-22,6.2120018536
2013-03-23,6.2120018536
2013-03-24,6.2120018536
2013-03-25,6.2132199459
2013-03-26,6.2125029158
2013-03-27,6.2139724311
2013-03-28,6.2163217493
2013-03-29,6.2163217493
2013-03-30,6.2163217493
2013-03-31,6.2163217493
2013-04-01,6.2163217493
2013-04-02,6.182165109
2013-04-03,6.2082164016
2013-04-04,6.2009673896
2013-04-05,6.2014833127
2013-04-06,6.2014833127
2013-04-07,6.2014833127
2013-04-08,6.2033325655
2013-04-09,6.2023773006
2013-04-10,6.1938713129
2013-04-11,6.196203979
2013-04-12,6.1920778425
2013-04-13,6.1920778425
2013-04-14,6.1920778425
2013-04-15,6.1869123156
2013-04-16,6.183106101
2013-04-17,6.1726711859
2013-04-18,6.1810655424
2013-04-19,6.1777354175
2013-04-20,6.1777354175
2013-04-21,6.1777354175
2013-04-22,6.1817902892
2013-04-23,6.1791377983
2013-04-24,6.1780716592
2013-04-25,6.1659021407
2013-04-26,6.1650126933
2013-04-27,6.1650126933
2013-04-28,6.1650126933
2013-04-29,6.1650270724
2013-04-30,6.165621175
2013-05-01,6.165621175
2013-05-02,6.1560154651
2013-05-03,6.155635199
2013-05-04,6.155635199
2013-05-05,6.155635199
2013-05-06,6.1666285191
2013-05-07,6.1538109407
2013-05-08,6.1412257328
2013-05-09,6.1308781007
2013-05-10,6.1427471512
2013-05-11,6.1427471512
2013-05-12,6.1427471512
2013-05-13,6.1467663609
2013-05-14,6.1427910919
2013-05-15,6.1450559701
2013-05-16,6.1491854151
2013-05-17,6.1418913669
2013-05-18,6.1418913669
2013-05-19,6.1418913669
2013-05-20,6.1388780829
2013-05-21,6.1367169283
2013-05-22,6.1310841136
2013-05-23,6.1340006207
2013-05-24,6.1319267331
2013-05-25,6.1319267331
2013-05-26,6.1319267331
2013-05-27,6.1211067316
2013-05-28,6.1215025506
2013-05-29,6.1290920321
2013-05-30,6.1362793572
2013-05-31,6.1347839459
2013-06-01,6.1347839459
2013-06-02,6.1347839459
2013-06-03,6.1316881919
2013-06-04,6.1287045524
2013-06-05,6.1277263335
2013-06-06,6.136072572
2013-06-07,6.1333333333
2013-06-08,6.1333333333
2013-06-09,6.1333333333
2013-06-10,6.1334696041
2013-06-11,6.1335041061
2013-06-12,6.1334638849
2013-06-13,6.1344348479
2013-06-14,6.1307975645
2013-06-15,6.1307975645
2013-06-16,6.1307975645
2013-06-17,6.1249156482
2013-06-18,6.1285329744
2013-06-19,6.1270326719
2013-06-20,6.1281818182
2013-06-21,6.1329286798
2013-06-22,6.1329286798
2013-06-23,6.1329286798
2013-06-24,6.1451169188
2013-06-25,6.1448911223
2013-06-26,6.1474969287
2013-06-27,6.1488643339
2013-06-28,6.1376146789
2013-06-29,6.1376146789
2013-06-30,6.1376146789
2013-07-01,6.1326992406
2013-07-02,6.1329799493
2013-07-03,6.1307971294
2013-07-04,6.1257701787
2013-07-05,6.1325778157
2013-07-06,6.1325778157
2013-07-07,6.1325778157
2013-07-08,6.1336964981
